RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,1,150785,1975590,5045377,22617,966035.1,1070811,,,,,226188,830612.3,2837028,150785,6211.954,6238.500,,,
100,2,405343,379965.7,995291.1,,,,,,,,,,,405343,15938.14,53649.38,,,
100,3,145830,1948410,7124348,22452,982733.2,290483.6,,,,,216588,733213.6,16124957,145830,9093.760,15080.01,,,
100,4,192498,2020197,7045696,22481,965353.2,150484.2,,,,,271068,830078.2,3214735,192498,7214.313,1978.226,,,
90,1,447285,4638260,658802.9,45030,2150713,5529194,7,110809.3,229231928,,412805,1981852,20847118,447285,17189.42,35822.21,,,
90,2,682635,3256403,684156.1,27908,1296848,502720.1,12,117830.2,86210734,,252737,1261869,16760991,682635,25496.51,88966.51,,,
90,3,473801,4290763,1520768,40035,1983122,2761314,1,3192.733,0.000,,354994,1637382,7781125,473801,25660.34,96308.70,,,
90,4,441946,4666410,882655.8,45166,2174604,605497.9,8,107725.5,288612726,,414088,1986210,17318411,441946,17771.44,77016.97,,,
80,1,661746,5660112,2391287,46354,2324779,2592540,18,305588.1,339700525,,423490,2620215,511703.7,661746,25667.88,412735.0,,,
80,2,766199,4876895,3939089,43148,2078492,879125.6,34,673298.8,320014932,,390698,2003673,2388427,766199,28707.83,117562.0,,,
80,3,699621,4993213,3076657,44386,2201448,722335.2,20,479861.1,645980450,,391480,1905338,821798.2,699621,32973.41,124959.5,,,
80,4,703562,5299132,128738.4,46511,2314360,957188.1,27,634807.4,468531889,,420687,2250252,961434.9,703562,24717.53,39547.41,,,
70,1,786498,5584745,3073760,48507,2494956,803973.3,44,1234582,559991646,,422696,2248575,20056978,786498,30616.20,96371.93,,,
70,2,864104,5716692,5427055,60334,3017254,1830832,51,1201064,658717903,,443914,1781997,7729879,864104,31683.84,94496.10,,,
70,3,778096,5392085,5248744,47482,2440382,641388.8,39,1047727,652995493,,401383,1951788,641138.3,778096,39733.47,441590.7,,,
70,4,786836,5515142,4229487,48681,2482291,807498.4,48,1306038,598104696,,422967,2195579,4011435,786836,29123.45,68857.58,,,
60,1,995795,8907265,3619597,90557,5196100,8652792,67,1625021,673642106,,604894,2585594,3473812,995795,38959.31,468926.0,,,
60,2,997364,8519502,4836567,91364,5177418,5120500,74,1853538,484499470,,590677,2238227,793752.6,997364,37993.73,271638.2,,,
60,3,972206,8437750,2745508,87266,5041868,34535470,54,1442763,683069131,,566606,2060070,11528343,972206,49019.30,250327.8,,,
60,4,996196,8907593,1422533,91566,5263423,26896754,62,1693557,591224856,,607127,2503290,2706239,996196,38133.16,361386.3,,,
50,1,1048766,9821798,631531.1,102038,6075028,20099931,75,2162723,606338147,,656102,2502329,7322165,1048766,42448.36,460776.0,,,
50,2,1048808,9735609,21848481,101961,6048765,5906692,76,2101104,404187087,,656149,2459859,4919757,1048808,39449.47,3250143,,,
50,3,1033732,9525659,118568784,100158,5874001,4325165,66,1667963,592790517,,623684,2144598,5478119,1033732,56933.30,17426552,,,
50,4,1048809,9894033,2924317,101931,6090455,44738852,70,2049521,531064879,,656647,2582234,1934046,1048809,38887.62,224169.9,,,
40,1,1048952,10243718,2199786,102202,6321602,3435939,88,2420128,495613007,,658114,2651502,24946070,1048952,43434.55,765103.9,,,
40,2,1048793,10164653,5479435,101912,6312050,18700682,101,2434531,702128579,,658698,2588224,27338873,1048793,41090.92,298309.1,,,
40,3,1027628,9826649,9145221,98603,6048977,4047347,80,2070523,520473852,,617706,2229290,2409177,1027628,55625.48,528734.5,,,
40,4,1049020,10139793,918471.4,102574,6288655,4366245,89,2567174,534472757,,658935,2585289,3482131,1049020,40680.29,319641.1,,,
30,1,1048848,10187070,,102964,6329772,9061979,110,3014576,715224822,,658424,2592078,24467229,1048848,39849.95,268785.9,,,
30,2,1048844,10118302,228870.0,101427,6272620,14958908,104,3005990,313679094,,658985,2572068,8790732,1048844,40164.02,296977.8,,,
30,3,1035174,9967019,1473975,100259,6149083,7995553,106,2363882,659538591,,627669,2243639,1720724,1035174,57350.82,410036.9,,,
30,4,1048987,10248395,8160552,105107,6423396,20401916,113,2906914,652828040,,658341,2553998,2492369,1048987,39832.61,374876.5,,,
20,1,1048651,10147192,7481946,102003,6282018,5941026,121,3461948,456236285,,658758,2585500,3791987,1048651,40246.17,446550.3,,,
20,2,1048743,10221934,11410857,104399,6354843,4862133,120,3363777,455171962,,658688,2580533,33097954,1048743,41441.39,696479.9,,,
20,3,1038987,10008802,91328741,100577,6164074,12699549,111,2625498,609993279,,632005,2255794,5298680,1038987,60855.30,9687073,,,
20,4,1049082,10230774,4619674,104802,6368258,11661604,114,3320939,464296198,,657906,2579801,6820174,1049082,39986.49,228307.0,,,
10,1,1048998,10173090,293248.1,102041,6261427,9800017,134,3917376,381750990,,659666,2623417,11410067,1048998,41168.93,242255.0,,,
10,2,1049099,10226279,3034176,101923,6325043,4560053,132,3789568,574542726,,659284,2610837,3154694,1049099,41888.42,1110705,,,
10,3,1028750,9922618,2386665,98000,6065954,33334562,125,3109148,654979813,,620253,2254732,168378326,1028750,59509.82,468439.9,,,
10,4,1048797,10294207,395357.8,102513,6339909,4137879,138,3778638,503219625,,659457,2671710,25979457,1048797,42094.90,382499.3,,,
5,1,1049206,8381806,8831859,120616,5236636,14704499,125,2264411,454798496,,645872,1949007,9826264,1049206,39370.55,393547.3,,,
5,2,1067,2278.894,13.771,6,239.254,182.906,,,,,17,5.669,1.396,1067,90.510,0.269,,,
5,3,1018219,8018817,5931678,95394,4809739,3123118,92,1593010,360922512,,602886,1730280,24719529,1018219,56386.44,442344.5,,,
5,4,1048814,8434580,1503541,121576,5270320,9637567,129,2258468,342413622,,647387,1975190,7727044,1048814,37886.82,113372.1,,,
