RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,1,105339,97086.05,56281.66,,,,,,,,,,,105339,4019.006,2047.498,,,
100,2,105199,96912.47,41992.32,,,,,,,,,,,105199,4105.755,1818.025,,,
100,3,105023,96202.10,502637.5,,,,,,,,,,,105023,4016.191,23855.78,,,
100,4,104979,95649.93,29516.53,,,,,,,,,,,104979,3786.036,616.141,,,
100,5,105110,96538.71,100316.0,,,,,,,,,,,105110,4356.899,6844.965,,,
100,6,105018,96885.71,38712.57,,,,,,,,,,,105018,4035.501,1345.228,,,
90,1,121220,266151.5,1102178,11359,153833.7,439936.4,4,156772.9,1353206295,,16031,727.387,5.769,121220,5003.124,11333.23,,,
90,2,120768,265325.8,196383.0,11356,156046.1,278627.3,4,160144.7,1450290916,,15838,808.150,29.509,120768,4566.336,33.193,,,
90,3,122088,259833.8,785931.8,11085,143776.5,36998.33,3,106997.3,2222335356,,16937,926.013,4.470,122088,4950.920,2420.683,,,
90,4,120815,262816.3,448782.5,11089,154281.2,16435.89,4,156986.9,1450397631,,15914,880.044,85.223,120815,4581.007,3669.960,,,
90,5,128184,263311.1,243829.7,14178,147701.7,10782.26,2,83729.17,128321417,,20393,3062.735,1111.460,128184,5015.509,3233.044,,,
90,6,124827,285713.0,591851.6,12920,174068.3,51775.02,3,94323.16,686460637,,18669,1502.611,330.621,124827,4552.987,732.162,,,
80,1,162635,900881.7,3005179,50259,749466.6,2034380,7,276716.2,1743829461,,53048,2394.689,243.657,162635,6120.597,2477.453,,,
80,2,162441,877092.8,1331301,49825,722759.5,160550.7,7,335515.7,1858884668,,52554,2248.782,615.178,162441,5889.164,138.952,,,
80,3,159648,761393.7,3107149,46655,603901.1,162178.5,7,335831.6,1376087516,,50482,2995.695,2162.022,159648,7352.797,7786.101,,,
80,4,165859,889346.6,1113113,51645,731474.2,219469.3,5,230364.3,541697140,,55093,2966.802,501.873,165859,6181.998,1086.883,,,
80,5,167352,873485.7,1372421,52174,716346.1,290640.8,5,231102.3,1617299066,,55703,3674.615,3882.258,167352,6647.249,3806.071,,,
80,6,162711,875487.9,7216610,49929,721331.8,393717.2,6,330652.9,1560383043,,52785,2347.499,99.510,162711,6803.302,31236.20,,,
70,1,182098,1054212,2532668,65633,887039.6,370042.0,11,583620.6,912891408,,71503,4179.970,5577.268,182098,6905.793,3659.861,,,
70,2,190988,1112108,1893673,69025,935106.6,1258996,11,594735.3,1263006173,,77049,3710.058,3614.499,190988,7574.266,5533.418,,,
70,3,170066,917751.0,1162201,60362,749870.3,913701.5,9,577492.7,787526190,,64047,3574.529,24201.77,170066,7359.182,3025.811,,,
70,4,174749,976378.3,1433336,63968,815030.9,538634.7,9,524270.9,1333835993,,68555,4152.839,1031.091,174749,6811.888,2964.467,,,
70,5,183209,1004060,35182514,68042,832982.4,456409.5,9,431493.8,662050276,,73569,3885.135,4281.373,183209,7090.069,64825.47,,,
70,6,184954,1101481,2283642,68212,930690.2,1152892,10,590365.4,883564465,,72844,3768.035,1540.885,184954,7097.633,4133.067,,,
60,1,187830,1118023,6755039,71754,941249.1,629018.9,12,674634.8,730541119,,76464,5474.509,30538.69,187830,6872.320,290.959,,,
60,2,189129,1097222,5354112,71996,920618.7,427276.5,14,722584.4,1317611884,,76536,4000.198,1234.314,189129,7863.104,31117.00,,,
60,3,187654,1043788,1413529,70548,851160.8,388558.3,13,703569.5,917998471,,75563,4469.650,1605.216,187654,8244.100,3514.743,,,
60,4,186894,1087207,1973021,71114,910720.7,612790.3,11,759330.8,839202513,,75549,3680.683,173.393,186894,7141.243,3671.681,,,
60,5,194444,1095482,2001414,74548,914135.3,577981.7,11,576920.2,1399634548,,80054,5100.648,69505.63,194444,8131.012,7834.928,,,
60,6,190389,1110620,2058626,72828,934496.9,340262.2,13,749148.4,1011103252,,77242,4661.374,9831.259,190389,7259.102,1903.384,,,
50,1,3534,24610.16,1736.736,1428,18354.09,595.924,,,,,2127,2530.439,6131.629,3534,344.135,34.306,,,
50,2,5593,29111.95,6600.910,1592,19009.64,397.329,,,,,2928,1823.919,71.221,5593,274.333,3.224,,,
50,3,1567,8933.907,201.080,511,5679.595,216.589,,,,,987,217.741,1.364,1567,255.377,20.604,,,
50,4,1110,1615.078,50.204,2,17.864,9.927,,,,,2,0.109,0.000,1110,228.490,27.764,,,
50,5,1895,3711.986,72.414,,,,,,,,,,,1895,110.350,0.000,,,
50,6,3166,6168.858,610.606,,,,,,,,,,,3166,134.708,0.001,,,
40,1,113212,335472.9,3386749,5359,222408.9,15236.31,18,378602.5,255086383,,6384,1883.089,584.704,113212,5091.181,27074.23,,,
40,2,56578,960228.0,5319337,15357,797430.8,253154.7,1,8238.274,0.000,,33752,102341.4,777008.6,56578,2060.630,22.179,,,
40,3,61113,609011.2,1732233,8123,423619.7,161059.2,,,,,39596,108462.5,4536186,61113,4263.592,4274.734,,,
40,4,113191,393275.6,18361650,5665,274381.0,45415.43,17,302833.9,264356733,,6735,4952.287,2558.641,113191,4932.386,68372.84,,,
40,5,65591,961612.2,2565698,14248,669592.9,706961.5,1,2353.353,0.000,,46142,222152.0,459126.7,65591,2858.129,1751.756,,,
40,6,66189,984467.2,151026780,16216,724913.6,1002683,1,2964.398,0.000,,44056,187980.8,354342.3,66189,3106.450,115900.5,,,
30,1,272580,2330491,3332695,37701,1781131,445154.1,22,340179.3,216478016,,110039,262917.9,2259032,272580,11783.43,77260.93,,,
30,2,216675,2947863,3993824,40806,2170721,1460817,1,4698.899,0.000,,154347,536939.9,2071215,216675,11271.53,14846.49,,,
30,3,195578,2697819,2065696,35096,1955883,1021204,,,,,143290,469539.2,2865218,195578,12690.77,21357.55,,,
30,4,276951,2379053,3636411,37323,1809462,1493924,17,275765.4,195299117,,113124,273682.4,998459.2,276951,12119.98,36641.33,,,
30,5,220343,2926663,28211210,39642,2011534,901719.5,1,5063.041,0.000,,161620,675500.9,3173810,220343,9781.216,104223.7,,,
30,6,223719,2934159,20979962,39704,2023222,30119992,,,,,162273,666235.5,2246778,223719,10633.38,124105.2,,,
20,1,439386,4846317,5394241,70374,3495941,19236102,25,341437.0,70218529,,242337,868136.8,7679961,439386,19131.06,247759.8,,,
20,2,383225,5630887,5138505,75109,3990929,6029863,,,,,288258,1202891,5043886,383225,16656.25,46432.06,,,
20,3,324542,4541498,204103.1,59378,3194582,1862724,,,,,241377,873719.9,13182713,324542,19783.62,67786.64,,,
20,4,441098,4836055,5734418,70158,3456429,144448836,26,361895.8,69294212,,244202,890552.7,5042660,441098,18997.04,290911.0,,,
20,5,387321,5594496,6458849,73645,3870015,3383447,,,,,291328,1292508,4274545,387321,17671.36,86251.86,,,
20,6,382633,5619612,20605036,74859,3917535,3701572,,,,,289559,1271098,6049266,382633,16648.19,204344.1,,,
10,1,618752,7333711,131554249,99255,5062131,3910891,66,333803.5,6528749,,385607,1598550,9137366,618752,26539.56,11145718,,,
10,2,555363,8079317,5274689,101861,5449917,108947.3,,,,,426121,1998845,36672768,555363,26157.64,276934.6,,,
10,3,525122,7661767,6371685,97341,5376477,657487.8,,,,,400892,1516921,14801162,525122,33960.59,168262.4,,,
